008109 A:00e0 X:0071 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810c A:00e0 X:0071 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810f A:00e0 X:0071 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008110 A:00e0 X:0070 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008103 A:00e0 X:0070 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008106 A:00e0 X:0070 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008109 A:00e0 X:0070 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810c A:00e0 X:0070 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810f A:00e0 X:0070 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008110 A:00e0 X:006f Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008103 A:00e0 X:006f Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008106 A:00e0 X:006f Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008109 A:00e0 X:006f Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810c A:00e0 X:006f Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810f A:00e0 X:006f Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008110 A:00e0 X:006e Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008103 A:00e0 X:006e Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008106 A:00e0 X:006e Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008109 A:00e0 X:006e Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810c A:00e0 X:006e Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810f A:00e0 X:006e Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008110 A:00e0 X:006d Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008103 A:00e0 X:006d Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008106 A:00e0 X:006d Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008109 A:00e0 X:006d Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810c A:00e0 X:006d Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810f A:00e0 X:006d Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008110 A:00e0 X:006c Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008103 A:00e0 X:006c Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008106 A:00e0 X:006c Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008109 A:00e0 X:006c Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810c A:00e0 X:006c Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810f A:00e0 X:006c Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008110 A:00e0 X:006b Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008103 A:00e0 X:006b Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008106 A:00e0 X:006b Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008109 A:00e0 X:006b Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810c A:00e0 X:006b Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810f A:00e0 X:006b Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008110 A:00e0 X:006a Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008103 A:00e0 X:006a Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008106 A:00e0 X:006a Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008109 A:00e0 X:006a Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810c A:00e0 X:006a Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810f A:00e0 X:006a Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008110 A:00e0 X:0069 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008103 A:00e0 X:0069 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008106 A:00e0 X:0069 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008109 A:00e0 X:0069 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810c A:00e0 X:0069 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
